caseId,taskId
1617118130179867,a7580195-916c-11eb-9cdc-7abfa40f797e
1617118131437736,b0eba211-916c-11eb-bd91-9280cc24db37
1617118135586058,b1098a44-916c-11eb-a631-eae79a711d45
1617118135303629,b0f8e946-916c-11eb-a3a7-36ce350d9719
1617118137655935,b11f8324-916c-11eb-a3a7-36ce350d9719
1617118139576113,b103e4f0-916c-11eb-9cdc-7abfa40f797e
1617118142664492,b387f87d-916c-11eb-a3a7-36ce350d9719
1617118142494858,b3baa09a-916c-11eb-bd91-9280cc24db37
1617118146381416,b37b9bb0-916c-11eb-9cdc-7abfa40f797e
1617118146765394,b38f71dc-916c-11eb-bd91-9280cc24db37
1617118146580272,b3989a60-916c-11eb-a631-eae79a711d45
1617118149190848,b3b5712b-916c-11eb-a3a7-36ce350d9719
1617118153115574,bb73190e-916c-11eb-a3a7-36ce350d9719
1617118152666395,bb814a87-916c-11eb-9cdc-7abfa40f797e
1617118154750585,bba0b8cc-916c-11eb-a3a7-36ce350d9719
1617118156512157,bb63fe11-916c-11eb-bd91-9280cc24db37
1617118159237745,bb89af0f-916c-11eb-a631-eae79a711d45
1617118159413411,bb908c5f-916c-11eb-bd91-9280cc24db37
1617118163620308,c091d465-916c-11eb-9cdc-7abfa40f797e
1617118164417001,c078a6b5-916c-11eb-bd91-9280cc24db37
1617118164436118,c0ae842e-916c-11eb-a631-eae79a711d45
1617118166090772,c081ced0-916c-11eb-a631-eae79a711d45
1617118170798311,c5630b3f-916c-11eb-9cdc-7abfa40f797e
1617118170445624,c5747027-916c-11eb-bd91-9280cc24db37
1617118172302740,c5956644-916c-11eb-a631-eae79a711d45
1617118173805675,c56b48f6-916c-11eb-a631-eae79a711d45
1617118177015990,c5827a7d-916c-11eb-a3a7-36ce350d9719
1617118177551499,c5d136d0-916c-11eb-a3a7-36ce350d9719
1617118180781422,cf7aa9e2-916c-11eb-a631-eae79a711d45
1617118181405492,cf4086cd-916c-11eb-9cdc-7abfa40f797e
1617118181339501,cf841f2d-916c-11eb-bd91-9280cc24db37
1617118183880858,cf7615d0-916c-11eb-9cdc-7abfa40f797e
1617118187573731,cf68cee8-916c-11eb-a3a7-36ce350d9719
1617118188285764,cf5bfdaf-916c-11eb-bd91-9280cc24db37
1617118189463865,cf319341-916c-11eb-bd91-9280cc24db37
1617118190796626,d0c551c3-916c-11eb-a631-eae79a711d45
1617118194959063,d0ddbc27-916c-11eb-9cdc-7abfa40f797e
1617118194740943,d0f5d865-916c-11eb-a3a7-36ce350d9719
1617118198701529,d0d27135-916c-11eb-a631-eae79a711d45
1617118198518378,d126fa9f-916c-11eb-a3a7-36ce350d9719
1617118198599519,d0fb2f2c-916c-11eb-a631-eae79a711d45
1617118201596858,dabd8108-916c-11eb-a3a7-36ce350d9719
1617118205276028,dadaa6ec-916c-11eb-bd91-9280cc24db37
1617118204998796,dad1a5d5-916c-11eb-a631-eae79a711d45
1617118206632732,dac98f66-916c-11eb-9cdc-7abfa40f797e
1617118208670722,dafad8a4-916c-11eb-9cdc-7abfa40f797e
1617118213043410,dd7faf41-916c-11eb-a3a7-36ce350d9719
1617118215810501,ddb9f829-916c-11eb-bd91-9280cc24db37
1617118215009401,dd639b14-916c-11eb-9cdc-7abfa40f797e
1617118215869630,dd999fcf-916c-11eb-bd91-9280cc24db37
1617118215953400,dd6aee4c-916c-11eb-a631-eae79a711d45
1617118218230350,dd565543-916c-11eb-a3a7-36ce350d9719
1617118222516547,e58b9ef9-916c-11eb-a3a7-36ce350d9719
1617118222196779,e5bd5d22-916c-11eb-bd91-9280cc24db37
1617118224533219,e5aa70b0-916c-11eb-9cdc-7abfa40f797e
1617118226357732,e5802c52-916c-11eb-9cdc-7abfa40f797e
1617118231154850,ea88790e-916c-11eb-9cdc-7abfa40f797e
1617118232910409,eabb21d1-916c-11eb-a3a7-36ce350d9719
1617118233043440,ea72f5cd-916c-11eb-bd91-9280cc24db37
1617118232796642,ea6c8d79-916c-11eb-a3a7-36ce350d9719
1617118233186082,ea952427-916c-11eb-a3a7-36ce350d9719
1617118235628610,ea7a9729-916c-11eb-a631-eae79a711d45
1617118240266034,ef83f4bf-916c-11eb-bd91-9280cc24db37
1617118241986226,ef78f865-916c-11eb-a631-eae79a711d45
1617118241879124,efa75b73-916c-11eb-a631-eae79a711d45
1617118244786953,ef933701-916c-11eb-a3a7-36ce350d9719
1617118248505219,efceb9a1-916c-11eb-a631-eae79a711d45
1617118251042449,f4908700-916c-11eb-bd91-9280cc24db37
1617118251004902,f47f70da-916c-11eb-a3a7-36ce350d9719
1617118250715151,f4b39f78-916c-11eb-a631-eae79a711d45
1617118251057215,f471b530-916c-11eb-bd91-9280cc24db37
1617118253534658,f4884a7a-916c-11eb-a631-eae79a711d45
1617118259453796,f4ab891a-916c-11eb-a631-eae79a711d45
1617118259368564,f4a2131c-916c-11eb-a3a7-36ce350d9719
1617118259112178,f4d160c6-916c-11eb-bd91-9280cc24db37
1617118261991767,fdc4f162-916c-11eb-bd91-9280cc24db37
1617118266047656,fdcdf24a-916c-11eb-a631-eae79a711d45
1617118269075472,fe170969-916c-11eb-a3a7-36ce350d9719
1617118268865436,fdbf736d-916c-11eb-a3a7-36ce350d9719
1617118268807156,fddd82ed-916c-11eb-9cdc-7abfa40f797e
1617118268774182,fe7c8148-916c-11eb-a3a7-36ce350d9719
1617118270367454,fdecc50b-916c-11eb-a3a7-36ce350d9719
1617118276481481,009f6237-916d-11eb-a3a7-36ce350d9719
1617118276992297,00843864-916d-11eb-a631-eae79a711d45
1617118276710434,00756b46-916d-11eb-a631-eae79a711d45
1617118279553120,082bc1ac-916d-11eb-bd91-9280cc24db37
1617118284250654,087f10e8-916d-11eb-bd91-9280cc24db37
1617118286145647,08a536ac-916d-11eb-9cdc-7abfa40f797e
1617118286203016,0833b050-916d-11eb-a631-eae79a711d45
1617118286370526,085198fe-916d-11eb-a3a7-36ce350d9719
1617118286544997,08888723-916d-11eb-a631-eae79a711d45
1617118287502879,0857b3ba-916d-11eb-bd91-9280cc24db37
1617118293958503,0d78b7fb-916d-11eb-a631-eae79a711d45
1617118293735778,0d51a7ed-916d-11eb-a631-eae79a711d45
1617118296488755,0d80f5e2-916d-11eb-bd91-9280cc24db37
1617118298419345,0d67ef36-916d-11eb-a3a7-36ce350d9719
1617118302167732,124079cf-916d-11eb-9cdc-7abfa40f797e
1617118303460052,12475761-916d-11eb-bd91-9280cc24db37
1617118303475381,124ef7f5-916d-11eb-a631-eae79a711d45
1617118303517281,1233a83f-916d-11eb-bd91-9280cc24db37
1617118304207148,126d7c8b-916d-11eb-a631-eae79a711d45
1617118304757357,127b8659-916d-11eb-a631-eae79a711d45
1617118311607116,1c1e1b72-916d-11eb-9cdc-7abfa40f797e
1617118312018958,1c25bcd0-916d-11eb-a631-eae79a711d45
1617118316502403,1c04048f-916d-11eb-bd91-9280cc24db37
1617118317522822,1c2ebe1d-916d-11eb-bd91-9280cc24db37
1617118320701116,1e7d41e7-916d-11eb-bd91-9280cc24db37
1617118319927409,1ea0f636-916d-11eb-a3a7-36ce350d9719
1617118319606367,1e86690c-916d-11eb-a631-eae79a711d45
1617118321147954,1eaf4dda-916d-11eb-a631-eae79a711d45
1617118322203806,1ee07050-916d-11eb-a3a7-36ce350d9719
1617118323915952,1ec01761-916d-11eb-9cdc-7abfa40f797e
1617118330579742,29bd0bd5-916d-11eb-a3a7-36ce350d9719
1617118330072227,27c189e6-916d-11eb-9cdc-7abfa40f797e
1617118335568633,27d11a76-916d-11eb-bd91-9280cc24db37
1617118336030500,29a27fa4-916d-11eb-a631-eae79a711d45
1617118339942826,279d6086-916d-11eb-a631-eae79a711d45
1617118338692976,27a6fd28-916d-11eb-bd91-9280cc24db37
1617118339627922,2787b5af-916d-11eb-a3a7-36ce350d9719
1617118340187072,27b63fcd-916d-11eb-a3a7-36ce350d9719
1617118340122921,27943848-916d-11eb-9cdc-7abfa40f797e
1617118341557513,2a1c4330-916d-11eb-a3a7-36ce350d9719
1617118347912696,2a2124f8-916d-11eb-bd91-9280cc24db37
1617118348013411,2a025282-916d-11eb-a3a7-36ce350d9719
1617118352690229,31f8e553-916d-11eb-bd91-9280cc24db37
1617118354548235,322ec2e8-916d-11eb-a3a7-36ce350d9719
1617118357070872,3271714b-916d-11eb-a3a7-36ce350d9719
1617118357266322,320800fa-916d-11eb-a3a7-36ce350d9719
1617118358476698,32399774-916d-11eb-9cdc-7abfa40f797e
1617118359399105,31f0a7ce-916d-11eb-a631-eae79a711d45
1617118359173666,327d7e57-916d-11eb-9cdc-7abfa40f797e
1617118358929324,32143616-916d-11eb-9cdc-7abfa40f797e
1617118366968793,371aade8-916d-11eb-bd91-9280cc24db37
1617118366836073,372caf35-916d-11eb-a3a7-36ce350d9719
1617118370581772,3beca7d7-916d-11eb-9cdc-7abfa40f797e
1617118372790025,3bf7f2a9-916d-11eb-bd91-9280cc24db37
1617118374911249,3bd9e32d-916d-11eb-bd91-9280cc24db37
1617118376425768,3bd35356-916d-11eb-a3a7-36ce350d9719
1617118376920594,3c1d06c9-916d-11eb-9cdc-7abfa40f797e
1617118384127760,4591d5be-916d-11eb-a631-eae79a711d45
1617118388285481,45b9a837-916d-11eb-a3a7-36ce350d9719
1617118389653224,459aaf15-916d-11eb-bd91-9280cc24db37
1617118392350800,47e9f5e0-916d-11eb-a631-eae79a711d45
1617118402770302,4fe591e5-916d-11eb-bd91-9280cc24db37
