caseId,taskId
1648046051260577,5b9bcecb-aab6-11ec-80c5-02cfd3154085
1648046060534533,5b8b2c80-aab6-11ec-af2a-66afd339c87c
1648046068556330,60932ab4-aab6-11ec-a0bf-229c080e32f1
1648046072678260,6086f5ef-aab6-11ec-9499-72492fe31d5f
1648046072533549,607a99ea-aab6-11ec-bfef-c6ca969d78dd
1648046080805293,656d8a6c-aab6-11ec-a19b-f644b6306af4
1648046081537523,657949c0-aab6-11ec-a0bf-229c080e32f1
1648046082215178,658ad635-aab6-11ec-9499-72492fe31d5f
1648046083575109,659adbb9-aab6-11ec-bfef-c6ca969d78dd
1648046088129795,6d434ed7-aab6-11ec-a0bf-229c080e32f1
1648046089398126,6d2035c2-aab6-11ec-af2a-66afd339c87c
1648046089010093,6d3a74b7-aab6-11ec-8b05-36af48ffd5f2
1648046091575935,6d2b8070-aab6-11ec-bfef-c6ca969d78dd
1648046095151212,6d0c874e-aab6-11ec-aec8-f6394e5710cf
1648046095205463,6d14eb84-aab6-11ec-80c5-02cfd3154085
1648046096909436,726898e6-aab6-11ec-a0bf-229c080e32f1
1648046096615777,7273958b-aab6-11ec-aec8-f6394e5710cf
1648046097520307,725d9cd0-aab6-11ec-af2a-66afd339c87c
1648046101310935,7252ee8e-aab6-11ec-bfef-c6ca969d78dd
1648046101420817,724866d4-aab6-11ec-9499-72492fe31d5f
1648046102799573,722771a9-aab6-11ec-a19b-f644b6306af4
1648046102716312,723be434-aab6-11ec-80c5-02cfd3154085
1648046103010913,72310e15-aab6-11ec-aec8-f6394e5710cf
1648046106688541,774ac085-aab6-11ec-8b05-36af48ffd5f2
1648046108476937,775dac72-aab6-11ec-8b05-36af48ffd5f2
1648046108807628,776d8a0e-aab6-11ec-a19b-f644b6306af4
1648046108302422,779388ca-aab6-11ec-8b05-36af48ffd5f2
1648046109387836,777d6944-aab6-11ec-a0bf-229c080e32f1
1648046108183723,77895044-aab6-11ec-aec8-f6394e5710cf
1648046113434806,77db193b-aab6-11ec-a19b-f644b6306af4
1648046114120891,77cb3ae1-aab6-11ec-8b05-36af48ffd5f2
1648046114724056,77be90cb-aab6-11ec-80c5-02cfd3154085
1648046114929622,77b3bb05-aab6-11ec-8b05-36af48ffd5f2
1648046115673740,77a7ada3-aab6-11ec-a0bf-229c080e32f1
1648046115657230,77f38397-aab6-11ec-8b05-36af48ffd5f2
1648046118301844,7d79b30d-aab6-11ec-af2a-66afd339c87c
1648046118863553,7d6fc734-aab6-11ec-80c5-02cfd3154085
1648046120026843,7d66032d-aab6-11ec-9499-72492fe31d5f
1648046120303069,7d5a441b-aab6-11ec-bfef-c6ca969d78dd
1648046121341167,7dac0d52-aab6-11ec-a0bf-229c080e32f1
1648046121398191,7d94dbc7-aab6-11ec-a0bf-229c080e32f1
1648046121450794,7da3f6ca-aab6-11ec-80c5-02cfd3154085
1648046126443455,7d8b17e1-aab6-11ec-8b05-36af48ffd5f2
1648046127144946,8399b146-aab6-11ec-a19b-f644b6306af4
1648046127931318,835b965c-aab6-11ec-af2a-66afd339c87c
1648046126980597,83700859-aab6-11ec-8b05-36af48ffd5f2
1648046128707469,8364e537-aab6-11ec-af2a-66afd339c87c
1648046129442496,83d050fe-aab6-11ec-a19b-f644b6306af4
1648046128380176,83dbea71-aab6-11ec-9499-72492fe31d5f
1648046130432288,83ce070b-aab6-11ec-a19b-f644b6306af4
1648046131653395,83b09435-aab6-11ec-a0bf-229c080e32f1
1648046132041061,83b09432-aab6-11ec-a0bf-229c080e32f1
1648046132769612,83991503-aab6-11ec-a19b-f644b6306af4
1648046133010370,841ee5f6-aab6-11ec-a0bf-229c080e32f1
1648046134026862,84123bd9-aab6-11ec-80c5-02cfd3154085
1648046134988699,84087879-aab6-11ec-a19b-f644b6306af4
1648046134987584,83fdf0ab-aab6-11ec-aec8-f6394e5710cf
1648046136058368,83f194e7-aab6-11ec-8b05-36af48ffd5f2
1648046137292586,898cf9a7-aab6-11ec-a19b-f644b6306af4
1648046137538111,899f7040-aab6-11ec-a19b-f644b6306af4
1648046137891676,89b8ebc5-aab6-11ec-a19b-f644b6306af4
1648046138529119,89c1c5b4-aab6-11ec-aec8-f6394e5710cf
1648046140402362,89a8bf36-aab6-11ec-a0bf-229c080e32f1
1648046140542159,8990552b-aab6-11ec-a0bf-229c080e32f1
1648046140954842,89e923ca-aab6-11ec-9499-72492fe31d5f
1648046142385466,89dc5270-aab6-11ec-af2a-66afd339c87c
1648046142383594,89f77af9-aab6-11ec-aec8-f6394e5710cf
1648046142643104,8a50e627-aab6-11ec-aec8-f6394e5710cf
1648046142463792,89d351ef-aab6-11ec-aec8-f6394e5710cf
1648046143768371,8a6027e7-aab6-11ec-9499-72492fe31d5f
1648046144007365,8a423fbe-aab6-11ec-af2a-66afd339c87c
1648046145388947,8a340edd-aab6-11ec-a19b-f644b6306af4
1648046145526165,8a1a936a-aab6-11ec-a0bf-229c080e32f1
1648046145879119,8a26ef85-aab6-11ec-aec8-f6394e5710cf
1648046146656102,8a09a41c-aab6-11ec-af2a-66afd339c87c
1648046147036668,8f4ef969-aab6-11ec-9499-72492fe31d5f
1648046147280738,8f590ba8-aab6-11ec-80c5-02cfd3154085
1648046148331167,8f450e87-aab6-11ec-af2a-66afd339c87c
1648046147751456,8f3aae0b-aab6-11ec-80c5-02cfd3154085
1648046149377029,8f948e90-aab6-11ec-a19b-f644b6306af4
1648046149948514,8f87474f-aab6-11ec-bfef-c6ca969d78dd
1648046150988086,8f6abe85-aab6-11ec-a0bf-229c080e32f1
1648046151180964,8f77426c-aab6-11ec-af2a-66afd339c87c
1648046152050794,8fd4f2b4-aab6-11ec-9499-72492fe31d5f
1648046152292719,8fbcd6b4-aab6-11ec-a0bf-229c080e32f1
1648046153211452,8fa9c34a-aab6-11ec-8b05-36af48ffd5f2
1648046152691530,8fb360fd-aab6-11ec-aec8-f6394e5710cf
1648046153527550,8fca6aaf-aab6-11ec-a19b-f644b6306af4
1648046154766959,9024bfb9-aab6-11ec-9499-72492fe31d5f
1648046156642273,9016b627-aab6-11ec-aec8-f6394e5710cf
1648046156587924,900b44b1-aab6-11ec-8b05-36af48ffd5f2
1648046156208240,8ff3ebd4-aab6-11ec-80c5-02cfd3154085
1648046155695926,90021cb5-aab6-11ec-a19b-f644b6306af4
1648046159085355,9589abce-aab6-11ec-a0bf-229c080e32f1
1648046159147049,95e89511-aab6-11ec-80c5-02cfd3154085
1648046159087088,95dab175-aab6-11ec-a0bf-229c080e32f1
1648046158976935,95f147a5-aab6-11ec-a19b-f644b6306af4
1648046159893386,95d1b176-aab6-11ec-a19b-f644b6306af4
1648046161391825,95a808f3-aab6-11ec-80c5-02cfd3154085
1648046161480818,95d09fdd-aab6-11ec-80c5-02cfd3154085
1648046160952684,9599b108-aab6-11ec-80c5-02cfd3154085
1648046161301303,9574ebbc-aab6-11ec-9499-72492fe31d5f
1648046161216329,957bf0a1-aab6-11ec-8b05-36af48ffd5f2
